Id,Merchant Name,Merchant State,Program Area,Transaction Date,Payment Date,Transaction Amount,Item Description,Purchase Amount,Purchase Type,Annual Bid Number,Reference Number,Allocation Id
296811,FACTORYOUTLETSTORE.COM,NY,DEPT OF FINANCE - TREAS,12/21/2016,1/9/2017,-39.95,"Credit for Returned Head Set, CFCFD",Electronic Sales,PCARD,,1413427533800043226416122103028900000001355241_C  ,1
296812,STAPLS7166244312001001,TX,CITY ATTORNEY - ATTNY,12/13/2016,1/9/2017,-84.99,Credit for ret items,"Stationery, Office Supplies, Printing and Writing Paper",PCARD,,1413427533000240560416121401979600000001742199_C  ,1
296813,GRAYBAR ELECTRIC COMPANY,MO,PUBLIC WORKS - PWOPS,12/16/2016,1/9/2017,-35.55,credit for replacement headset for phone - B. Aragon,Electrical Parts and Equipment,PCARD,,1413427533000240437516121802512700000000311541_C  ,1
296814,A&E TIRE,CO,PUBLIC WORKS - PWOPS,12/20/2016,1/9/2017,-2,CREDIT FOR OVERCHARGE                INV 000018,Automotive Tire Stores,ANNUAL BID,5652S0216,DEF1635613656055                                  ,1
296815,STAPLS7166579320004001,TX,COMMUNITY PLANNING - CPLAN,12/14/2016,1/9/2017,-99.82,Credit for Office Supplies never Rcvd,"Stationery, Office Supplies, Printing and Writing Paper",ANNUAL BID,5595N0116,1413427533000314043216121502163300000001600738_C  ,1
296816,STAPLS7166579320001001,TX,COMMUNITY PLANNING - CPLAN,12/6/2016,1/9/2017,-99.82,Credit for Missing Desk Pads that were never rcvd,"Stationery, Office Supplies, Printing and Writing Paper",ANNUAL BID,5595N0116,1413427533000314043216120700921200000001606840_C  ,1
296817,MHC KENWORTH DENVER,CO,PUBLIC WORKS - PWOPS,12/13/2016,1/9/2017,-42.32,"Credit for LED Light and Tax on Inv#T00305601608388, M00305600333064",Automotive Parts and Accessories Stores,ANNUAL BID,0667A0213,1413427533800038533016121401979600000001588670_C  ,2
296818,MHC KENWORTH DENVER,CO,PUBLIC WORKS - PWOPS,12/13/2016,1/9/2017,-82.57,"credit for LED Lamp and Tax on Inv#T00305601608384, M00305600333068",Automotive Parts and Accessories Stores,ANNUAL BID,0667A0213,1413427533800038533016121401979600000001588678_C  ,2
296819,BEST BUY      00012245,CO,CLERK AND RECORDER - CLERK,12/15/2016,1/9/2017,-92.99,credit for incorrect docking station for Surface Pro 3,Electronic Sales,PCARD,,1413427533000240452416121602343600000001009819_C  ,1
296820,RUSH TRK CTR DENVER,CO,PUBLIC WORKS - PWOPS,12/2/2016,1/9/2017,-988.88,credit for fuel injectors for unit br49 inv 3004709515,"AUTO & TRUCK DLRS-SALES,SVC, REPRS,PRTS, & LEASING",PCARD,,1413427533800026400616120400407900000002184376_C  ,2
296821,RUSH TRK CTR DENVER,CO,PUBLIC WORKS - PWOPS,12/2/2016,1/9/2017,-2000,credit for fuel injectors for unit br49 inv 3004709515,"AUTO & TRUCK DLRS-SALES,SVC, REPRS,PRTS, & LEASING",PCARD,,1413427533800026400616120400407900000002184380_C  ,2
296822,RUSH TRK CTR DENVER,CO,PUBLIC WORKS - PWOPS,12/2/2016,1/9/2017,-2000,credit for fuel injectors for unit br49 inv 3004709515,"AUTO & TRUCK DLRS-SALES,SVC, REPRS,PRTS, & LEASING",PCARD,,1413427533800026400616120400407900000002184384_C  ,2
296823,FASTENAL COMPANY01,CO,PUBLIC WORKS - PWOPS,12/13/2016,1/9/2017,-4.04,"Credit for Freight and Taxes, Inv#CODEN81228",Hardware Stores,ANNUAL BID,5836S0211,1413427533800038533016121401979600000001425582_C  ,1
296824,FASTENAL COMPANY01,CO,PUBLIC WORKS - PWOPS,12/13/2016,1/9/2017,-0.54,"Credit for Freight and Tax, Inv#CODEN81223",Hardware Stores,ANNUAL BID,5836S0211,1413427533800038533016121401979600000001425586_C  ,1
296825,NAPA STORE 3600001,CO,PUBLIC WORKS - PWOPS,11/30/2016,1/9/2017,-35.72,"Credit for Fleetrunner Belt, Inv#177136",Automotive Parts and Accessories Stores,ANNUAL BID,5951L0216,1413427533800038533016120200234900000000203408_C  ,1
296826,RUSH TRK CTR DENVER,CO,PUBLIC WORKS - PWOPS,12/21/2016,1/9/2017,-363.09,"Credit for Filters, Seal, Inv#3004755268","AUTO & TRUCK DLRS-SALES,SVC, REPRS,PRTS, & LEASING",ANNUAL BID,0667A0113,1413427533800038533016122203213300000001577735_C  ,1
296827,TRANSWEST TRUCKS,CO,PUBLIC WORKS - PWOPS,11/28/2016,1/9/2017,-250.73,credit for engine sensor  inv 009p72715,Automotive Parts and Accessories Stores,PCARD,,1413427533800026400616112904126900000000405016_C  ,1
296828,TRANSWEST TRUCKS,CO,PUBLIC WORKS - PWOPS,11/28/2016,1/9/2017,-256.94,credit for engine sensor  inv 009p72715,Automotive Parts and Accessories Stores,ANNUAL BID,0667A0413,1413427533800026400616112904126900000000405016_C  ,2
296829,RUSH TRK CTR DENVER,CO,PUBLIC WORKS - PWOPS,12/21/2016,1/9/2017,-296.17,credit for engine block heater cord for unit br58  inv 3004824020,"AUTO & TRUCK DLRS-SALES,SVC, REPRS,PRTS, & LEASING",ANNUAL BID,0667A0113,1413427533800026400616122203213300000001577700_C  ,1
296830,O MEARA FORD,CO,PUBLIC WORKS - PWOPS,12/14/2016,1/9/2017,-300,credit for core  cm854304,"AUTO & TRUCK DLRS-SALES,SVC, REPRS,PRTS, & LEASING",ANNUAL BID,0666A0113A,1413427533000311553316122002851500000000550835_C  ,1
296831,RUSH TRK CTR DENVER,CO,PUBLIC WORKS - PWOPS,12/22/2016,1/9/2017,-1052.57,credit for cooler for unit bb54  inv 3004903361,"AUTO & TRUCK DLRS-SALES,SVC, REPRS,PRTS, & LEASING",ANNUAL BID,0667A0113,1413427533800026400616122303395900000001556988_C  ,1
296832,STAPLS7167671892001001,TX,HUMAN SERVICES - SOCSV,12/22/2016,1/9/2017,-14.79,Credit for computer equipment,"Stationery, Office Supplies, Printing and Writing Paper",ANNUAL BID,5595N0116,1413427533800037803816122303395900000001215596_C  ,1
296833,WW GRAINGER,PA,WASTEWATER - PWWMD,12/6/2016,1/9/2017,-221.26,Credit for charge not WMD,Industrial Supplies - Not Elsewhere Classified,ANNUAL BID,5836S0112,1413427533000240524016121301796900000000586160_C  ,1
296834,"FAISON OFFICE PRODUCTS,",CO,WASTEWATER - PWWMD,12/1/2016,1/9/2017,-38.25,Credit for Calendars on PO7548,"Office, School Supply, and Stationery Stores",ANNUAL BID,5595N0116,1413427533800040571616120200234900000002281177_C  ,1
296835,THE HOME DEPOT #1532,CO,PARKS AND REC - PARKS,12/2/2016,1/9/2017,-122.91,"Credit for bucket, bucket lid, lysol, etc",Home Supply Warehouse Stores,ANNUAL BID,5933U0114,1413427533000240400316120400485700000000283157_C  ,1
296836,NAPA STORE 3600001,CO,PUBLIC WORKS - PWOPS,12/14/2016,1/9/2017,-29.61,Credit for belt Invoice # 183872,Automotive Parts and Accessories Stores,ANNUAL BID,5951L0216,1413427533000240425016121602343600000000237117_C  ,1
296837,MHC KENWORTH DENVER,CO,PUBLIC WORKS - PWOPS,12/13/2016,1/9/2017,-15.88,"credit for Adaptor Plug and Tax on Inv#T00305601608386, M00305600333066",Automotive Parts and Accessories Stores,ANNUAL BID,0667A0213,1413427533800038533016121401979600000001588674_C  ,1
296838,COLORADO SPECIALTIES CORP,CO,COUNTY COURT - COURT,12/13/2016,1/9/2017,-5,CREDIT DUE COURT FROM INVOICE 23759,"BUILDING MATERIALS, LUMBER STORES",PCARD,,1413427533800042444416121502163300000000879417_C  ,1
296839,AMAZON MKTPLACE PMTS,WA,DENVER PUBLIC LIBRARY - BOOKS,12/20/2016,1/9/2017,-76.28,CREDIT DAMAGED GOODS RETURN,Book Stores,PCARD,,1413427533000318231916122002851500000001127156_C  ,1
296840,O MEARA FORD,CO,PUBLIC WORKS - PWOPS,12/5/2016,1/9/2017,-400,CREDIT CORE RETURN  INV # CM853946,"AUTO & TRUCK DLRS-SALES,SVC, REPRS,PRTS, & LEASING",ANNUAL BID,0666A0113,1413427533800026562316120901288600000001607973_C  ,1
296841,AMAZON MKTPLACE PMTS,WA,DEPT OF FINANCE - TREAS,12/10/2016,1/9/2017,42,Credit card terminal cables,Book Stores,PCARD,,1413427533000299823616121101461500000002093622    ,1
296842,MILE HIGH HARLEY DAVIDSON,CO,PUBLIC WORKS - PWOPS,12/7/2016,1/9/2017,-1940,Credit 5026275,Motorcycle Shops and Dealers,PCARD,,1413427533000311552516120901288600000001519335_C  ,1
296843,THE HOME DEPOT #1505,CO,PUBLIC WORKS - PWOPS,12/12/2016,1/9/2017,-46.62,Credit 1505 00014 26832,Home Supply Warehouse Stores,ANNUAL BID,5933U0114,1413427533000311552516121401979600000000608928_C  ,1
296844,"FAISON OFFICE PRODUCTS,",CO,SHERIFF DEPARTMENT - SHERF,12/11/2016,1/9/2017,-50.99,CREDIT - wall mount tv bracket,"Office, School Supply, and Stationery Stores",ANNUAL BID,5595N0116,1413427533800028890616121201619800000001723254_C  ,1
296845,PAYPAL  ENERGYSAVIN,NC,SHERIFF DEPARTMENT - SHERF,12/14/2016,1/9/2017,-130.27,CREDIT - refund for lighting products,Variety Stores,PCARD,,1413427533800033749716121502163300000000915523_C  ,1
296846,"FAISON OFFICE PRODUCTS,",CO,SHERIFF DEPARTMENT - SHERF,12/8/2016,1/9/2017,-67.29,CREDIT - napkins COJL,"Office, School Supply, and Stationery Stores",ANNUAL BID,5954L0116,1413427533000266258416120901288600000002316964_C  ,1
296847,AMAZON MKTPLACE PMTS,WA,ENVIRONMENTAL HEALTH - ENVHL,12/5/2016,1/9/2017,1.56,credit,Book Stores,PCARD,,1413427533000240510916120600742500000000089924    ,1
296848,CRAYOLA COM,PA,DENVER PUBLIC LIBRARY - BOOKS,12/4/2016,1/9/2017,374.5,CRAYONS-B AND B,Direct Marketing - Other Direct Marketers,PCARD,,1413427533000244548516120500564800000000615985    ,1
296849,STAPLS7167524808000004,TX,PARKS AND REC - PARKS,12/13/2016,1/9/2017,19.98,Crayola pencils,"Stationery, Office Supplies, Printing and Writing Paper",ANNUAL BID,5595N0116,1413427533000240363316121401979600000001742243    ,2
296850,KING SOOPERS #0001,CO,MAYORS OFFICE - MAYOR,12/13/2016,1/9/2017,27.92,CRANBERRY,Grocery Stores and Supermarkets,PCARD,,1413427533800045016716121401979600000001220032    ,1
296851,AMAZON MKTPLACE PMTS,WA,DENVER PUBLIC LIBRARY - BOOKS,11/26/2016,1/9/2017,233.39,Crafts ASIc,Book Stores,PCARD,,1413427533000244548516112703872000000000324089    ,1
296852,DOLLAR TREE ECOMM,VA,DENVER PUBLIC LIBRARY - BOOKS,12/19/2016,1/9/2017,335.2,CRAFTS ASIC,Miscellaneous General Merchandise Stores,PCARD,,1413427533000244548516122002851500000001399968    ,1
296853,BRAMBLE BERRY,WA,DENVER PUBLIC LIBRARY - BOOKS,12/8/2016,1/9/2017,20.38,CRAFT SUPPLIES-FIE,Miscellaneous General Merchandise Stores,PCARD,,1413427533000244548516121101461500000001551542    ,1
296854,BRAMBLE BERRY,WA,DENVER PUBLIC LIBRARY - BOOKS,12/7/2016,1/9/2017,404.64,"CRAFT SUPPLIES, SOAP FIE",Miscellaneous General Merchandise Stores,PCARD,,1413427533000244548516120901288600000001535261    ,1
296855,HOBBY-LOBBY # 425,CO,PARKS AND REC - PARKS,12/14/2016,1/9/2017,70.16,"Craft supplies for SU - crafts, Christmas, art","GAME, TOY, AND HOBBY SHOPS",PCARD,,1413427533000240414416121602343600000000983123    ,2
296856,HOBBY-LOBBY # 425,CO,PARKS AND REC - PARKS,11/30/2016,1/9/2017,284.03,"Craft supplies for SU - Christmas, crafts, candles","GAME, TOY, AND HOBBY SHOPS",PCARD,,1413427533000240414416120200234900000000972811    ,3
296857,HOBBY-LOBBY # 425,CO,PARKS AND REC - PARKS,12/8/2016,1/9/2017,164.18,"Craft supplies for SOAR - Christmas, candles, crafts","GAME, TOY, AND HOBBY SHOPS",PCARD,,1413427533000240414416121101461500000000720685    ,2
296858,MICHAELS STORES 5041,CO,HEADSTART - MOEAI,12/20/2016,1/9/2017,3.18,Craft for OCA holiday party.,Artists Supply and Craft Shops,PCARD,,DEF1635613659916                                  ,1
296859,COLORADO PARKS AND RECREA,CO,PARKS AND REC - PARKS,12/1/2016,1/9/2017,55,CPRA Membership - ED's Office,"ORGANIZATIONS, MEMBERSHIP-NOT ELSEWHERE CLASSIFIED",PCARD,,DEF1633714229938                                  ,1
296860,COLORADO PARKS AND RECREA,CO,ENVIRONMENTAL HEALTH - ENVHL,11/29/2016,1/9/2017,40,CPRA MACH Training - Sterger,"ORGANIZATIONS, MEMBERSHIP-NOT ELSEWHERE CLASSIFIED",PCARD,,DEF1633513774757                                  ,1
296861,COLORADO PARKS AND RECREA,CO,PARKS AND REC - PARKS,12/19/2016,1/9/2017,279,CPRA conference dues,"ORGANIZATIONS, MEMBERSHIP-NOT ELSEWHERE CLASSIFIED",PCARD,,DEF1635513474440                                  ,1
296862,PCI PATTERSON MEDICAL,NY,PARKS AND REC - PARKS,12/15/2016,1/9/2017,376.65,"CPR Filter Shield, coach tape, eye wash, face mask.",DENTAL/LAB/MED/OPHTHALMIC HOSP EQUIP & SUPPLIES,PCARD,,1413427533800044889816121602343600000001315751    ,1
296863,OFFICE DEPOT #1080,CO,COMMUNITY PLANNING - CPLAN,12/7/2016,1/9/2017,89.34,CPD: Office Supplies SM,Direct Marketing - Combination Catalog and Retail Merchants,PCARD,,1413427533000314043216120901288600000000395419    ,1
296864,OFFICE DEPOT #1080,CO,COMMUNITY PLANNING - CPLAN,12/7/2016,1/9/2017,43.96,CPD: Office Supplies SM,Direct Marketing - Combination Catalog and Retail Merchants,PCARD,,1413427533000314043216120901288600000000395423    ,1
296865,STAPLS7167173464000001,TX,COMMUNITY PLANNING - CPLAN,12/6/2016,1/9/2017,465.25,CPD: Office Supplies SM,"Stationery, Office Supplies, Printing and Writing Paper",ANNUAL BID,5595N0116,1413427533000314043216120700921200000001607064    ,1
296866,STAPLS7167685276000001,TX,COMMUNITY PLANNING - CPLAN,12/14/2016,1/9/2017,20.43,CPD: Office Supplies SM,"Stationery, Office Supplies, Printing and Writing Paper",ANNUAL BID,5595N0116,1413427533000314043216121502163300000001600991    ,1
296867,H R MEININGER CO,CO,COMMUNITY PLANNING - CPLAN,11/25/2016,1/9/2017,431.5,CPD: Office Supplies Graphics Area- CJ,Artists Supply and Craft Shops,PCARD,,1413427533000314043216112703798500000000367354    ,1
296868,OFFICE DEPOT #1080,CO,COMMUNITY PLANNING - CPLAN,11/24/2016,1/9/2017,129.94,CPD: Office Supplies Graphics Area- CJ,Direct Marketing - Combination Catalog and Retail Merchants,PCARD,,1413427533000314043216112703798500000000418183    ,1
296869,OFFICE DEPOT #1080,CO,COMMUNITY PLANNING - CPLAN,12/8/2016,1/9/2017,62.37,CPD: Office Supplies Accounting,Direct Marketing - Combination Catalog and Retail Merchants,PCARD,,1413427533000314043216121101461500000000419607    ,1
296870,AMAZON MKTPLACE PMTS,WA,COMMUNITY PLANNING - CPLAN,12/8/2016,1/9/2017,164.82,CPD: Office Supplies - Surge Protectors for Cubicles,Book Stores,PCARD,,1413427533000314043216120801103700000001350346    ,1
296871,STAPLS7166579320005001,TX,COMMUNITY PLANNING - CPLAN,12/10/2016,1/9/2017,99.82,CPD: Office Supplies - Re-Order of Desk Pads that we never Rcvd,"Stationery, Office Supplies, Printing and Writing Paper",ANNUAL BID,5595N0116,1413427533000314043216121201619800000000072289    ,1
296872,GRAYBAR ELECTRIC COMPANY,MO,COMMUNITY PLANNING - CPLAN,12/2/2016,1/9/2017,44.44,CPD: Office Supplies - Plantronic Headset Replacement Pieces,Electrical Parts and Equipment,ANNUAL BID,5761U0115,1413427533000314043216120400407900000000016113    ,1
296873,AMAZON MKTPLACE PMTS,WA,COMMUNITY PLANNING - CPLAN,12/8/2016,1/9/2017,89.9,CPD: Office Supplies - Car Chargers for BID.NIS Inspectors,Book Stores,PCARD,,1413427533000314043216120901288600000000871558    ,1
296874,ARMY NAVY SURPLUS STOR,CO,COMMUNITY PLANNING - CPLAN,12/9/2016,1/9/2017,84.99,CPD: Boot Voucher Purchase for BID Inspectors,Mens and Womens Clothing Stores,ANNUAL BID,0494A0414,DEF1634715065593                                  ,1
296875,ARMY NAVY SURPLUS STOR,CO,COMMUNITY PLANNING - CPLAN,12/9/2016,1/9/2017,160.64,CPD: Boot voucher purchase for BID Inspectors,Mens and Womens Clothing Stores,ANNUAL BID,0494A0414,DEF1634715065594                                  ,1
296876,ARMY NAVY SURPLUS STOR,CO,COMMUNITY PLANNING - CPLAN,12/9/2016,1/9/2017,270,CPD: Boot Voucher Purchase for BID Inspectors,Mens and Womens Clothing Stores,ANNUAL BID,0494A0414,DEF1634715065595                                  ,1
296877,STAPLS7167472054000001,TX,COMMUNITY PLANNING - CPLAN,12/9/2016,1/9/2017,227.76,CPD: 2017 Calendar orders for Employees,"Stationery, Office Supplies, Printing and Writing Paper",ANNUAL BID,5595N0116,1413427533000314043216121101461500000001796597    ,1
296878,STAPLS7166579320002001,TX,COMMUNITY PLANNING - CPLAN,11/30/2016,1/9/2017,99.82,CPD - Re-Shipment of Desk Pads,"Stationery, Office Supplies, Printing and Writing Paper",ANNUAL BID,5595N0116,1413427533000314043216120100055600000001614044    ,1
296879,STAPLS7167383306000001,TX,COMMUNITY PLANNING - CPLAN,12/8/2016,1/9/2017,94.11,CPD - Office Supplies Accounting,"Stationery, Office Supplies, Printing and Writing Paper",ANNUAL BID,5595N0116,1413427533000314043216120901288600000001728227    ,1
296880,VISION CHEMICAL SYSTEMS,CO,PUBLIC WORKS - PWOPS,12/6/2016,1/9/2017,540,CPC WINSHIELD WASHER FLUID BULK INVOICE 2090660IN,Chemicals and Allied Products - Not Elsewhere Classified,PCARD,,1413427533800041999816120700921200000001305755    ,1
296881,MYERS TIRE SUPPLY.COM,OH,PUBLIC WORKS - PWOPS,12/1/2016,1/9/2017,18.84,CPC TIRE SHOP TOOLS LUG NUT BINS INV 62011054,Durable Goods - Not Elsewhere Classified,PCARD,,1413427533800041999816120200234900000001393878    ,1
296882,MYERS TIRE SUPPLY.COM,OH,PUBLIC WORKS - PWOPS,12/3/2016,1/9/2017,19.04,CPC TIRE SHOP LUG NUT BINS INVOICE 62011250,Durable Goods - Not Elsewhere Classified,PCARD,,1413427533800041999816120400485700000001082750    ,1
296883,A&E TIRE,CO,PUBLIC WORKS - PWOPS,12/13/2016,1/9/2017,343.2,CPC STOCK NEW TIRES INV 26042900,Automotive Tire Stores,ANNUAL BID,5652S0216,1413427533800041999816121401979600000001305738    ,1
296884,A&E TIRE,CO,PUBLIC WORKS - PWOPS,12/13/2016,1/9/2017,796,CPC STOCK NEW TIRES INV 26042800,Automotive Tire Stores,ANNUAL BID,5652S0216,1413427533800041999816121401979600000001305733    ,1
296885,A&E TIRE,CO,PUBLIC WORKS - PWOPS,12/1/2016,1/9/2017,644.32,CPC STOCK NEW TIRES INV 25805000,Automotive Tire Stores,ANNUAL BID,5652S0216,1413427533800041999816120200234900000001305336    ,1
296886,A&E TIRE,CO,PUBLIC WORKS - PWOPS,12/8/2016,1/9/2017,1314.18,CPC NEW TIRE STOCK INVOICE 25970500,Automotive Tire Stores,ANNUAL BID,5652S0216,1413427533800041999816120901288600000001352228    ,1
296887,A&E TIRE,CO,PUBLIC WORKS - PWOPS,12/5/2016,1/9/2017,187.36,CPC NEW TIRE STOCK INVOICE 25856100,Automotive Tire Stores,ANNUAL BID,5652S0216,1413427533800041999816120600742500000000968067    ,1
296888,A&E TIRE,CO,PUBLIC WORKS - PWOPS,12/5/2016,1/9/2017,2000,CPC NEW TIRE STOCK INVOICE 25801500 PART 2,Automotive Tire Stores,ANNUAL BID,5652S0216,1413427533800041999816120600742500000000968072    ,1
296889,A&E TIRE,CO,PUBLIC WORKS - PWOPS,12/5/2016,1/9/2017,627.84,CPC NEW TIRE STOCK INVOICE 25801500 PART 1,Automotive Tire Stores,ANNUAL BID,5652S0216,1413427533800041999816120600742500000000968077    ,1
296890,A&E TIRE,CO,PUBLIC WORKS - PWOPS,12/1/2016,1/9/2017,713.84,CPC NEW TIRE STOCK INV 25801400,Automotive Tire Stores,ANNUAL BID,5652S0216,1413427533800041999816120200234900000001305341    ,1
296891,ONE STOP PARTS SOURCE,CA,PUBLIC WORKS - PWOPS,12/12/2016,1/9/2017,1203.17,CPC MONTHLY BRAKE PARTS STATEMENT 22204,Automotive Parts and Accessories Stores,PCARD,,1413427533800041999816121401979600000000578885    ,1
296892,CLEAR CHOICE ANTI FREEZE,CO,PUBLIC WORKS - PWOPS,12/9/2016,1/9/2017,658.5,CPC BULK ANTIFREEZE INVOICE 1048056,Miscellaneous and Specialty Retail Stores,PCARD,,1413427533800041999816121101461500000001705063    ,1
296893,CORRAL WESTERN WEAR,CO,HUMAN SERVICES - SOCSV,11/29/2016,1/9/2017,118,cowboy boots for APS client using county services funds,ACCESSORY AND APPAREL STORES-MISCELLANEOUS,PCARD,,1413427533000264894816120100055600000001148953    ,1
296894,NU CRISP IMAGE APPAREL,CO,PUBLIC WORKS - PWOPS,12/5/2016,1/9/2017,116.5,COVERALLS                 INV111949,"Mens, Womens, and Childrens Uniforms and Commercial Clothing",PCARD,,DEF1634213938180                                  ,1
296895,NU CRISP IMAGE APPAREL,CO,PUBLIC WORKS - PWOPS,11/28/2016,1/9/2017,452.5,COVERALLS                  INV 111949 AND 111948,"Mens, Womens, and Childrens Uniforms and Commercial Clothing",PCARD,,DEF1633513769178                                  ,1
296896,O MEARA FORD,CO,PUBLIC WORKS - PWOPS,12/21/2016,1/9/2017,633.69,"Cover, Rotor, Kit, Inv#857699","AUTO & TRUCK DLRS-SALES,SVC, REPRS,PRTS, & LEASING",ANNUAL BID,0666A0113A,1413427533800038533016122203213300000001123684    ,1
296897,JOHN ELWAY CHRYSLER JE,CO,PUBLIC WORKS - PWOPS,12/15/2016,1/9/2017,57.32,COVER INV # 1038811,"AUTO & TRUCK DLRS-SALES,SVC, REPRS,PRTS, & LEASING",ANNUAL BID,0666A0313,DEF1635414931420                                  ,2
296898,DENVER TENT,CO,PARKS AND REC - PARKS,12/6/2016,1/9/2017,130,Cover for climbing wall,Tent and Awning Shops,PCARD,,1413427533800032075816120700921200000001298534    ,1
296899,QUICKSILVER EXPRESS COUR,MN,DEPT OF FINANCE - TREAS,11/25/2016,1/9/2017,81.53,"Courier Service, Inv.  , WComp",Business Services - Not Elsewhere Classified,PCARD,,1413427533800043226416112703798500000000932608    ,1
296900,INTELLIQUICK DELIVERY,AZ,THEATERS AND ARENAS - THTRS,11/30/2016,1/9/2017,41.54,Courier,Courier Services,PCARD,,1413427533000308181816120200234900000001488773    ,1
296901,INTELLIQUICK DELIVERY,AZ,THEATERS AND ARENAS - THTRS,12/8/2016,1/9/2017,8.75,Courier,Courier Services,PCARD,,1413427533000308181816121101461500000000863540    ,1
296902,MES/LAWMEN,CT,FIRE DEPARTMENT - FIRES,12/10/2016,1/9/2017,600,Couplings,Durable Goods - Not Elsewhere Classified,PCARD,,1413427533800044383216121101540000000000438799    ,1
296903,FARIS MACHINERY COMPANY,CO,PUBLIC WORKS - PWOPS,12/19/2016,1/9/2017,73.13,COUPLING - STK - 73.13,Construction Materials - Not Elsewhere Classified,ANNUAL BID,0557A0111,1413427533000335883616122002851500000001429873    ,1
296904,PARKER STORE MCCOY SALES,CO,PUBLIC WORKS - PWOPS,12/12/2016,1/9/2017,191.24,Couplers CJ9 6537320,Industrial Supplies - Not Elsewhere Classified,PCARD,,1413427533000311552516121401979600000000422634    ,1
296905,HYDRAQUIP DISTRIBUTION IN,TX,PUBLIC WORKS - PWOPS,12/1/2016,1/9/2017,94.33,"Coupler, Inv#3309716",Industrial Supplies - Not Elsewhere Classified,PCARD,,1413427533800038533016120400407900000000432892    ,1
296906,O.J. WATSON COMPANY,CO,PUBLIC WORKS - PWOPS,12/19/2016,1/9/2017,360.84,COUPLER - STK - 0072203-IN,Commercial Equipment - Not Elsewhere Classified,ANNUAL BID,0298A0213,1413427533000335883616122103028900000000177156    ,1
296907,STAPLS7166805291000003,TX,FIRE DEPARTMENT - FIRES,12/1/2016,1/9/2017,6.65,counterfeit identity pens,"Stationery, Office Supplies, Printing and Writing Paper",ANNUAL BID,5595N0116,1413427533000240578616120200234900000001687990    ,1
296908,AFW-THORNTON #31,CO,PARKS AND REC - PARKS,12/6/2016,1/9/2017,461.5,couch & love seat,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",PCARD,,1413427533000240383116120700921200000002041761    ,3
296909,AFW-THORNTON #31,CO,PARKS AND REC - PARKS,12/6/2016,1/9/2017,421.5,couch & love seat,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",PCARD,,1413427533000240383116120700921200000002041761    ,4
296910,STAPLS7166805291000004,TX,FIRE DEPARTMENT - FIRES,11/30/2016,1/9/2017,5.27,"correction tape, staples","Stationery, Office Supplies, Printing and Writing Paper",ANNUAL BID,5595N0116,1413427533000240578616120100055600000001613844    ,1
296911,OFFICE DEPOT #1080,CO,PARKS AND REC - PARKS,11/30/2016,1/9/2017,13.38,correction tape,Direct Marketing - Combination Catalog and Retail Merchants,PCARD,,1413427533000240401116120200234900000000387846    ,1
296912,MEETUP,NY,DENVER PUBLIC LIBRARY - BOOKS,12/13/2016,1/9/2017,89.94,CORPORATE ACCOUNT FOR MEETUP CTC,"ORGANIZATIONS, MEMBERSHIP-NOT ELSEWHERE CLASSIFIED",PCARD,,1413427533000336200216121401979600000001588561    ,1
296913,STAPLES DIRECT,MA,ENVIRONMENTAL HEALTH - ENVHL,12/16/2016,1/9/2017,59.15,Cork board for outreach map,"Stationery, Office Supplies, Printing and Writing Paper",PCARD,,1413427533000336676316121802512700000001785352    ,1
296914,C AND M AIR COOLED ENG,TX,PARKS AND REC - PARKS,12/9/2016,1/9/2017,402.48,coring tines,LAWN AND GARDEN SUPPLY STORES,ANNUAL BID,0814A0114,DEF1634715061753                                  ,2
296915,NAPA STORE 3600001,CO,PUBLIC WORKS - PWOPS,12/14/2016,1/9/2017,-185,CORE DEPOSIT INV # 183874,Automotive Parts and Accessories Stores,PCARD,,1413427533000240429216121602343600000000237137_C  ,6
296916,PIZZA HUT,CO,HUMAN SERVICES - SOCSV,12/10/2016,1/9/2017,54.51,CORE Approved Official Function-Food Purchase,"Eating Places, Restaurants",PCARD,,DEF1634715067142                                  ,1
296917,KING SOOPERS #0001,CO,HUMAN SERVICES - SOCSV,12/5/2016,1/9/2017,74.74,CORE Admin Official Function Approved Food Purchase for AAF,Grocery Stores and Supermarkets,PCARD,,1413427533000337072416120600742500000001186462    ,2
296918,STAPLS7168135273000002,TX,PARKS AND REC - PARKS,12/21/2016,1/9/2017,45.94,Copy Plus and Dry erase markers,"Stationery, Office Supplies, Printing and Writing Paper",ANNUAL BID,5595N0116,1413427533800038917516122203213300000001217722    ,2
296919,STAPLS7167091380000001,TX,DEPT OF FINANCE - TREAS,12/3/2016,1/9/2017,383.5,"Copy Paper, Treasury TC","Stationery, Office Supplies, Printing and Writing Paper",PCARD,,1413427533800043226416120500564800000000055554    ,3
296920,STAPLS7167059128000001,TX,ENVIRONMENTAL HEALTH - ENVHL,12/3/2016,1/9/2017,207.16,"copy paper, post it notes, paper pads, white out and pens","Stationery, Office Supplies, Printing and Writing Paper",ANNUAL BID,5595N0116,1413427533000336673016120500564800000000055494    ,2
296921,STAPLS7166676552000001,TX,PARKS AND REC - PARKS,11/26/2016,1/9/2017,76.56,"copy paper, dvd box","Stationery, Office Supplies, Printing and Writing Paper",ANNUAL BID,5595N0116,1413427533000240372416112803951200000000033856    ,2
